latitude_intervention,longitude_intervention,latitude_permanence,longitude_permanence,vector_type
50.82398,4.32421,50.83254,4.31199,Ambulance
50.84264,4.35889,50.85097,4.36411,Ambulance
50.81571,4.38969,50.82573,4.37919,PIT
50.8439,4.27295,50.89087,4.30867,Ambulance
50.88876,4.38673,50.86948,4.38649,Ambulance
50.83517,4.31123,50.83254,4.31199,Ambulance
50.83517,4.31123,50.83571,4.34793,MUG
50.79732,4.33606,50.815980418,4.3415237283,Ambulance
50.84866,4.34526,50.85946,4.35181,Ambulance
50.81107,4.3362,50.80469,4.36764,MUG
50.81107,4.3362,50.815980418,4.3415237283,Ambulance
50.82799,4.34224,50.8343302,4.3454504,Ambulance
50.88502,4.27808,50.89087,4.30867,Ambulance
50.84061,4.36615,50.85097,4.36411,Ambulance
50.85139,4.34476,50.85946,4.35181,Ambulance
50.87798,4.34799,50.85946,4.35181,Ambulance
50.87798,4.34799,50.86937,4.38646,MUG
50.83418,4.35667,50.8343302,4.3454504,Ambulance
50.8695,4.37656,50.86948,4.38649,Ambulance
50.81517,4.39018,50.82573,4.37919,PIT
50.81677,4.35192,50.815980418,4.3415237283,Ambulance
50.85734,4.37525,50.85097,4.36411,Ambulance
50.83109,4.36859,50.85097,4.36411,Ambulance
50.83109,4.36859,50.8258313,4.378717,MUG
50.81674,4.32189,50.83254,4.31199,Ambulance
50.80525,4.3274,50.815980418,4.3415237283,Ambulance
50.80525,4.3274,50.80469,4.36764,MUG
50.84509,4.35318,50.8343302,4.3454504,Ambulance
50.84015,4.39483,50.84226,4.39925,Ambulance
50.83038,4.28836,50.83254,4.31199,Ambulance
50.83038,4.28836,50.81396,4.25942,MUG
50.85637,4.37683,50.85097,4.36411,Ambulance
50.83714,4.33984,50.83571,4.34793,MUG
50.83714,4.33984,50.8343302,4.3454504,Ambulance
50.82721,4.37489,50.81887,4.40311,Ambulance
50.8937,4.36256,50.86948,4.38649,Ambulance
50.88456,4.32426,50.89087,4.30867,Ambulance
50.86209,4.36484,50.85946,4.35181,Ambulance
50.90802,4.29756,50.89087,4.30867,Ambulance
50.81882,4.4293,50.81887,4.40311,Ambulance
50.89298,4.36446,50.86948,4.38649,Ambulance
50.84866,4.46222,50.85211,4.4604,Ambulance
50.80001,4.32909,50.8047,4.36763,Ambulance
50.84641,4.36458,50.85097,4.36411,Ambulance
50.87893,4.30968,50.88593,4.30949,PIT
50.81734,4.43189,50.81887,4.40311,Ambulance
50.87803,4.32029,50.89087,4.30867,Ambulance
50.87803,4.32029,50.88492,4.3089,MUG
50.85414,4.35928,50.83758,4.34915,PIT
50.86193,4.37924,50.86937,4.38646,MUG
50.87384,4.32338,50.88492,4.3089,MUG
50.87384,4.32338,50.85946,4.35181,Ambulance
50.82335,4.37836,50.81887,4.40311,Ambulance
50.81811,4.32343,50.80469,4.36764,MUG
50.84154,4.41143,50.84226,4.39925,Ambulance
50.83802,4.38174,50.85097,4.36411,Ambulance
50.85286,4.35783,50.85946,4.35181,Ambulance
50.84311,4.35044,50.83758,4.34915,PIT
50.89043,4.3343,50.89087,4.30867,Ambulance
50.89043,4.3343,50.906541477,4.3885618595,MUG
50.77766,4.31156,50.78344,4.35633,Ambulance
50.85353,4.37237,50.85097,4.36411,Ambulance
50.8787,4.33097,50.88492,4.3089,MUG
50.8787,4.33097,50.89087,4.30867,Ambulance
50.80972,4.36267,50.81887,4.40311,Ambulance
50.84749,4.3402,50.8343302,4.3454504,Ambulance
50.82203,4.41096,50.81887,4.40311,Ambulance
50.816,4.39072,50.81887,4.40311,Ambulance
50.83042,4.3369,50.83758,4.34915,PIT
50.88309,4.32208,50.89087,4.30867,Ambulance
50.85573,4.35426,50.85946,4.35181,Ambulance
50.8245,4.34409,50.815980418,4.3415237283,Ambulance
50.84095,4.38288,50.84226,4.39925,Ambulance
50.84095,4.38288,50.8258313,4.378717,MUG
50.85309,4.35456,50.85946,4.35181,Ambulance
50.85309,4.35456,50.86937,4.38646,MUG
50.81392,4.32551,50.83254,4.31199,Ambulance
50.86353,4.31047,50.85946,4.35181,Ambulance
50.80905,4.39113,50.81887,4.40311,Ambulance
50.86385,4.3715,50.86948,4.38649,Ambulance
50.86385,4.3715,50.8258313,4.378717,MUG
50.89411,4.3693,50.86948,4.38649,Ambulance
50.80381,4.27993,50.83254,4.31199,Ambulance
50.84497,4.31425,50.83254,4.31199,Ambulance
50.85053,4.38501,50.84226,4.39925,Ambulance
50.81547,4.36711,50.815980418,4.3415237283,Ambulance
50.77281,4.37814,50.80469,4.36764,MUG
50.77281,4.37814,50.8047,4.36763,Ambulance
50.77281,4.37814,50.81887,4.40311,Ambulance
50.8631,4.37206,50.85946,4.35181,Ambulance
50.89772,4.361,50.86948,4.38649,Ambulance
50.8113,4.36018,50.81887,4.40311,Ambulance
50.89082,4.33744,50.88593,4.30949,PIT
50.83643,4.36279,50.85097,4.36411,Ambulance
50.85325,4.30186,50.83758,4.34915,PIT
50.8407,4.42234,50.81887,4.40311,Ambulance
50.85813,4.30552,50.85946,4.35181,Ambulance
50.81852,4.42831,50.82573,4.37919,PIT
50.8863,4.34297,50.86937,4.38646,MUG
50.8863,4.34297,50.89087,4.30867,Ambulance
50.8705,4.37993,50.85097,4.36411,Ambulance
50.80972,4.38566,50.81887,4.40311,Ambulance
50.80972,4.38566,50.81784,4.40222,MUG
50.81354,4.3935,50.8258313,4.378717,MUG
50.88192,4.35109,50.85946,4.35181,Ambulance
50.74342,4.36467,50.78344,4.35633,Ambulance
50.83551,4.34142,50.8343302,4.3454504,Ambulance
50.8238,4.34367,50.815980418,4.3415237283,Ambulance
50.8121,4.38723,50.81887,4.40311,Ambulance
50.84779,4.37047,50.85097,4.36411,Ambulance
50.86619,4.31399,50.88492,4.3089,MUG
50.81738,4.2946,50.83254,4.31199,Ambulance
50.88848,4.3276,50.89087,4.30867,Ambulance
50.86121,4.37527,50.86937,4.38646,MUG
50.86121,4.37527,50.86948,4.38649,Ambulance
50.83938,4.3726,50.81784,4.40222,MUG
50.85891,4.35832,50.85946,4.35181,Ambulance
50.86051,4.39937,50.82573,4.37919,PIT
50.85807,4.34907,50.85946,4.35181,Ambulance
50.85807,4.34907,50.80469,4.36764,MUG
50.82963,4.3493,50.8343302,4.3454504,Ambulance
50.86059,4.40405,50.81887,4.40311,Ambulance
50.85854,4.3599,50.85097,4.36411,Ambulance
50.84029,4.29932,50.83254,4.31199,Ambulance
50.75932,4.37592,50.83758,4.34915,PIT
50.87731,4.30146,50.88593,4.30949,PIT
50.81344,4.42792,50.81887,4.40311,Ambulance
50.83897,4.36065,50.8343302,4.3454504,Ambulance
50.80226,4.34257,50.80469,4.36764,MUG
50.90902,4.30692,50.89087,4.30867,Ambulance
50.87282,4.34563,50.86948,4.38649,Ambulance
50.8059,4.32705,50.815980418,4.3415237283,Ambulance
50.8059,4.32705,50.8258313,4.378717,MUG
50.80885,4.38508,50.78344,4.35633,Ambulance
50.80885,4.38508,50.85332,4.45325,MUG
50.82548,4.34381,50.83254,4.31199,Ambulance
50.89459,4.31231,50.89087,4.30867,Ambulance
50.82816,4.37579,50.81887,4.40311,Ambulance
50.85097,4.34042,50.83571,4.34793,MUG
50.85097,4.34042,50.85946,4.35181,Brandziekenwagen
50.85097,4.34042,50.85946,4.35181,Ambulance
50.82307,4.35957,50.83254,4.31199,Ambulance
50.85543,4.3585,50.85946,4.35181,Ambulance
50.82086,4.32588,50.815980418,4.3415237283,Ambulance
50.82878,4.39471,50.81887,4.40311,Ambulance
50.83195,4.35318,50.83571,4.34793,MUG
50.83384,4.37713,50.81887,4.40311,Ambulance
50.85968,4.42305,50.86948,4.38649,Ambulance
50.8167,4.33892,50.815980418,4.3415237283,Ambulance
50.88254,4.409,50.86948,4.38649,Ambulance
50.86977,4.3171,50.88593,4.30949,PIT
50.84723,4.35335,50.83571,4.34793,MUG
50.87714,4.35444,50.85946,4.35181,Ambulance
50.8541,4.35934,50.85946,4.35181,Ambulance
50.80261,4.39342,50.81887,4.40311,Ambulance
50.858,4.36999,50.85946,4.35181,Ambulance
50.87343,4.34769,50.86937,4.38646,MUG
50.87343,4.34769,50.85946,4.35181,Brandziekenwagen
50.83931,4.41518,50.86948,4.38649,Ambulance
50.81463,4.38703,50.8047,4.36763,Ambulance
50.86571,4.29587,50.81887,4.40311,Ambulance
50.86571,4.29587,50.89087,4.30867,Ambulance
50.81971,4.28694,50.83254,4.31199,Ambulance
50.85154,4.38112,50.85097,4.36411,Ambulance
50.86554,4.37645,50.86948,4.38649,Ambulance
50.81788,4.38821,50.82573,4.37919,PIT
50.88856,4.31972,50.88593,4.30949,PIT
50.84014,4.29648,50.85946,4.35181,Brandziekenwagen
50.86482,4.37176,50.86948,4.38649,Ambulance
50.8798,4.34459,50.88492,4.3089,MUG
50.8798,4.34459,50.85946,4.35181,Ambulance
50.87618,4.40033,50.83758,4.34915,PIT
50.83348,4.37434,50.85097,4.36411,Ambulance
50.82687,4.37781,50.81887,4.40311,Ambulance
50.8064,4.33111,50.815980418,4.3415237283,Ambulance
50.8859,4.3412,50.906541477,4.3885618595,MUG
50.82358,4.33206,50.8343302,4.3454504,Ambulance
50.84664,4.35482,50.85097,4.36411,Ambulance
50.86556,4.29298,50.85946,4.35181,Ambulance
50.86551,4.31521,50.85946,4.35181,Ambulance
50.85763,4.32949,50.85097,4.36411,Ambulance
50.82791,4.34074,50.8343302,4.3454504,Ambulance
50.87384,4.37781,50.83758,4.34915,PIT
50.85834,4.36461,50.86937,4.38646,MUG
50.85834,4.36461,50.85097,4.36411,Ambulance
50.84236,4.41814,50.84226,4.39925,Ambulance
50.88088,4.32227,50.89087,4.30867,Ambulance
50.86702,4.37703,50.86948,4.38649,Ambulance
50.86702,4.37703,50.83571,4.34793,MUG
50.85734,4.32215,50.85946,4.35181,Ambulance
50.79445,4.36673,50.8047,4.36763,Ambulance
50.79445,4.36673,50.8258313,4.378717,MUG
50.86408,4.31246,50.88593,4.30949,PIT
50.8648,4.33984,50.85946,4.35181,Ambulance
50.85629,4.30626,50.85946,4.35181,Ambulance
50.8211,4.35469,50.83758,4.34915,PIT
50.82502,4.3575,50.82573,4.37919,PIT
50.86373,4.31507,50.85946,4.35181,Ambulance
50.80777,4.34623,50.8047,4.36763,Ambulance
50.89193,4.32564,50.89087,4.30867,Ambulance
50.86767,4.32872,50.85946,4.35181,Ambulance
50.80509,4.31565,50.815980418,4.3415237283,Ambulance
50.8561,4.40318,50.86948,4.38649,Ambulance
50.85589,4.39356,50.86948,4.38649,Ambulance
50.87355,4.39144,50.86937,4.38646,MUG
50.87355,4.39144,50.85946,4.35181,Brandziekenwagen
50.84027,4.35667,50.83758,4.34915,PIT
50.84835,4.42121,50.82573,4.37919,PIT
50.83429,4.3454,50.8343302,4.3454504,Ambulance
50.8502,4.37475,50.85097,4.36411,Ambulance
50.82042,4.36304,50.8343302,4.3454504,Ambulance
50.85504,4.34004,50.85946,4.35181,Ambulance
50.85504,4.34004,50.83571,4.34793,MUG
50.82529,4.29915,50.83254,4.31199,Ambulance
50.84429,4.35809,50.8343302,4.3454504,Ambulance
50.85031,4.3544,50.85097,4.36411,Ambulance
50.82683,4.36263,50.8047,4.36763,Ambulance
50.80359,4.38962,50.80469,4.36764,MUG
50.80359,4.38962,50.81887,4.40311,Ambulance
50.82845,4.41495,50.81887,4.40311,Ambulance
50.82845,4.41495,50.81784,4.40222,MUG
50.81415,4.33152,50.815980418,4.3415237283,Ambulance
50.80551,4.39185,50.81887,4.40311,Ambulance
50.83289,4.3083,50.83254,4.31199,Ambulance
50.8168,4.32539,50.83254,4.31199,Ambulance
50.83324,4.33691,50.8343302,4.3454504,Ambulance
50.86437,4.36599,50.85097,4.36411,Ambulance
50.7886,4.42261,50.81887,4.40311,Ambulance
50.84566,4.34304,50.8343302,4.3454504,Ambulance
50.84584,4.35295,50.8343302,4.3454504,Ambulance
50.79721,4.32071,50.8047,4.36763,Ambulance
50.81575,4.38971,50.81887,4.40311,Ambulance
50.78288,4.31777,50.815980418,4.3415237283,Ambulance
50.84888,4.32254,50.83254,4.31199,Ambulance
50.84997,4.31451,50.83254,4.31199,Ambulance
50.8383,4.31187,50.83254,4.31199,Ambulance
50.8505,4.35079,50.85097,4.36411,Ambulance
50.85244,4.35424,50.85946,4.35181,Ambulance
50.88819,4.3554,50.85946,4.35181,Ambulance
50.88819,4.3554,50.86937,4.38646,MUG
50.8607,4.3755,50.85097,4.36411,Ambulance
50.8607,4.3755,50.83571,4.34793,MUG
50.83841,4.40201,50.84226,4.39925,Ambulance
50.86785,4.37048,50.83758,4.34915,PIT
50.84952,4.37137,50.8258313,4.378717,MUG
50.82437,4.36027,50.8343302,4.3454504,Ambulance
50.82437,4.36027,50.815980418,4.3415237283,Ambulance
50.8509,4.3504,50.83571,4.34793,MUG
50.8509,4.3504,50.85946,4.35181,Brandziekenwagen
50.8509,4.3504,50.85946,4.35181,Ambulance
50.85065,4.32445,50.85946,4.35181,Ambulance
50.84941,4.35077,50.85097,4.36411,Ambulance
50.80263,4.36708,50.8047,4.36763,Ambulance
50.81691,4.33734,50.815980418,4.3415237283,Ambulance
50.86227,4.30418,50.85946,4.35181,Ambulance
50.82696,4.33643,50.8343302,4.3454504,Ambulance
50.81693,4.34659,50.815980418,4.3415237283,Ambulance
50.81693,4.34659,50.80469,4.36764,MUG
50.85991,4.35493,50.85946,4.35181,Ambulance
50.85991,4.35493,50.86937,4.38646,MUG
50.83064,4.37345,50.8343302,4.3454504,Ambulance
50.88434,4.3382,50.89087,4.30867,Ambulance
50.84219,4.35226,50.8343302,4.3454504,Ambulance
50.84545,4.31404,50.83254,4.31199,Ambulance
50.82683,4.34228,50.83571,4.34793,MUG
50.82683,4.34228,50.815980418,4.3415237283,Ambulance
50.86201,4.3064,50.88593,4.30949,PIT
50.85003,4.37574,50.85097,4.36411,Ambulance
50.81071,4.41085,50.82573,4.37919,PIT
50.78875,4.27772,50.83254,4.31199,Ambulance
50.84828,4.2977,50.83254,4.31199,Ambulance
50.81944,4.36396,50.8047,4.36763,Ambulance
50.81778,4.26283,50.83254,4.31199,Ambulance
50.90282,4.31714,50.89087,4.30867,Ambulance
50.83465,4.3969,50.83758,4.34915,PIT
50.82907,4.37385,50.8258313,4.378717,MUG
50.82907,4.37385,50.81887,4.40311,Ambulance
50.86696,4.32125,50.85946,4.35181,Ambulance
50.83519,4.37585,50.85097,4.36411,Ambulance
50.83519,4.37585,50.8258313,4.378717,MUG
50.81218,4.39127,50.81887,4.40311,Ambulance
50.85531,4.30687,50.85946,4.35181,Ambulance
50.85672,4.43244,50.85211,4.4604,Ambulance
50.84371,4.40575,50.84226,4.39925,Ambulance
50.82428,4.40118,50.81784,4.40222,MUG
50.82428,4.40118,50.81887,4.40311,Ambulance
50.82428,4.40118,50.85946,4.35181,Brandziekenwagen
50.84649,4.34343,50.85946,4.35181,Ambulance
50.81693,4.34659,50.8047,4.36763,Ambulance
50.80963,4.40382,50.82573,4.37919,PIT
50.82239,4.3324,50.815980418,4.3415237283,Ambulance
50.83874,4.31174,50.83254,4.31199,Ambulance
50.86509,4.40575,50.86948,4.38649,Ambulance
50.85907,4.32596,50.85946,4.35181,Ambulance
50.91049,4.43361,50.86948,4.38649,Ambulance
50.8969,4.39447,50.85946,4.35181,Ambulance
50.8377,4.32128,50.83254,4.31199,Ambulance
50.81322,4.43106,50.81887,4.40311,Ambulance
50.84643,4.45263,50.85211,4.4604,Ambulance
50.85695,4.37458,50.85097,4.36411,Ambulance
50.80954,4.3344,50.82573,4.37919,PIT
50.87425,4.35347,50.85946,4.35181,Ambulance
50.87265,4.32496,50.85946,4.35181,Ambulance
50.87717,4.32645,50.89087,4.30867,Ambulance
50.79447,4.32011,50.80469,4.36764,MUG
50.79447,4.32011,50.8047,4.36763,Ambulance
50.84041,4.31489,50.83254,4.31199,Ambulance
50.84586,4.37618,50.85097,4.36411,Ambulance
50.93604,4.35455,50.88593,4.30949,PIT
50.86552,4.36522,50.85946,4.35181,Ambulance
50.84382,4.46067,50.85211,4.4604,Ambulance
50.82349,4.34215,50.83571,4.34793,MUG
50.8598,4.33099,50.85946,4.35181,Ambulance
50.84132,4.46876,50.85211,4.4604,Ambulance
50.86119,4.33263,50.85946,4.35181,Ambulance
50.82913,4.31439,50.83254,4.31199,Ambulance
50.87692,4.4014,50.86948,4.38649,Ambulance
50.82745,4.34299,50.85946,4.35181,Brandziekenwagen
50.87699,4.34551,50.85946,4.35181,Ambulance
50.85999,4.4086,50.86948,4.38649,Ambulance
50.85999,4.4086,50.86937,4.38646,MUG
50.85999,4.4086,50.84226,4.39925,Ambulance
50.85183,4.37799,50.85097,4.36411,Ambulance
50.85183,4.37799,50.8258313,4.378717,MUG
50.81742,4.35525,50.815980418,4.3415237283,Ambulance
50.81742,4.35525,50.80469,4.36764,MUG
50.81742,4.35525,50.8047,4.36763,Ambulance
50.85095,4.38979,50.82573,4.37919,PIT
50.85095,4.38979,50.81784,4.40222,MUG
50.82465,4.33473,50.8343302,4.3454504,Ambulance
50.80167,4.3955,50.8047,4.36763,Ambulance
50.81897,4.42599,50.81887,4.40311,Ambulance
50.81897,4.42599,50.81784,4.40222,MUG
50.81897,4.42599,50.85332,4.45325,MUG
50.87195,4.36153,50.85946,4.35181,Ambulance
50.87195,4.36153,50.88492,4.3089,MUG
50.8607,4.35993,50.83254,4.31199,Ambulance
50.8428,4.3179,50.8343302,4.3454504,Ambulance
50.87184,4.29952,50.85946,4.35181,Ambulance
50.83151,4.34473,50.8343302,4.3454504,Ambulance
50.84684,4.38645,50.8258313,4.378717,MUG
50.84684,4.38645,50.85097,4.36411,Ambulance
50.86662,4.28829,50.89087,4.30867,Ambulance
50.81364,4.36227,50.815980418,4.3415237283,Ambulance
50.81364,4.36227,50.8047,4.36763,Ambulance
50.87295,4.30667,50.88593,4.30949,PIT
50.88963,4.33754,50.89087,4.30867,Ambulance
50.9021,4.33853,50.83758,4.34915,PIT
50.85387,4.31163,50.8343302,4.3454504,Ambulance
50.80716,4.33681,50.815980418,4.3415237283,Ambulance
50.83428,4.30975,50.83254,4.31199,Ambulance
50.84778,4.40806,50.84226,4.39925,Ambulance
50.84695,4.44752,50.85211,4.4604,Ambulance
50.85486,4.44689,50.85946,4.35181,Brandziekenwagen
50.84929,4.38017,50.82573,4.37919,PIT
50.86983,4.39681,50.86948,4.38649,Ambulance
50.84964,4.4283,50.84226,4.39925,Ambulance
50.79983,4.2721,50.83254,4.31199,Ambulance
50.84975,4.37456,50.85946,4.35181,Ambulance
50.84628,4.3475,50.83571,4.34793,MUG
50.82731,4.39524,50.81887,4.40311,Ambulance
50.86979,4.33054,50.88492,4.3089,MUG
50.86979,4.33054,50.85946,4.35181,Ambulance
50.85217,4.42661,50.85211,4.4604,Ambulance
50.82078,4.33223,50.8343302,4.3454504,Ambulance
50.85178,4.43647,50.86948,4.38649,Ambulance
50.84133,4.29632,50.85946,4.35181,Ambulance
50.81337,4.33502,50.80469,4.36764,MUG
50.81337,4.33502,50.8047,4.36763,Ambulance
50.83389,4.35528,50.85097,4.36411,Ambulance
50.82898,4.38934,50.81887,4.40311,Ambulance
50.83229,4.31158,50.85097,4.36411,Ambulance
50.89518,4.37188,50.906541477,4.3885618595,Ambulance
50.85105,4.34356,50.85946,4.35181,Ambulance
50.86029,4.33676,50.85946,4.35181,Ambulance
50.87181,4.38106,50.86948,4.38649,Ambulance
50.82686,4.2801,50.83254,4.31199,Ambulance
50.81508,4.36851,50.81887,4.40311,Ambulance
50.81508,4.36851,50.8258313,4.378717,MUG
50.83704,4.38928,50.85097,4.36411,Ambulance
50.84007,4.34872,50.8343302,4.3454504,Ambulance
50.85156,4.33658,50.8343302,4.3454504,Ambulance
50.8227,4.41625,50.8047,4.36763,Ambulance
50.85326,4.31043,50.83254,4.31199,Ambulance
50.86475,4.36451,50.85946,4.35181,Ambulance
50.82357,4.36387,50.8343302,4.3454504,Ambulance
50.85668,4.29942,50.85946,4.35181,Ambulance
50.85668,4.29942,50.81396,4.25942,MUG
50.8393,4.46445,50.85211,4.4604,Ambulance
50.8132,4.34856,50.83758,4.34915,PIT
50.86486,4.37158,50.86948,4.38649,Ambulance
50.84812,4.39887,50.85946,4.35181,Brandziekenwagen
50.85387,4.37359,50.82573,4.37919,PIT
50.85098,4.33832,50.83571,4.34793,MUG
50.85427,4.33337,50.83571,4.34793,MUG
50.85427,4.33337,50.8343302,4.3454504,Ambulance
50.82772,4.30468,50.80469,4.36764,MUG
50.86246,4.41058,50.86948,4.38649,Ambulance
50.90749,4.38871,50.906541477,4.3885618595,Ambulance
50.86486,4.33621,50.88492,4.3089,MUG
50.86486,4.33621,50.85097,4.36411,Ambulance
50.85517,4.31792,50.83254,4.31199,Ambulance
50.85517,4.31792,50.83571,4.34793,MUG
50.84884,4.38073,50.86937,4.38646,MUG
50.84884,4.38073,50.84226,4.39925,Ambulance
50.81355,4.33971,50.815980418,4.3415237283,Ambulance
50.82248,4.3467,50.8258313,4.378717,MUG
50.83212,4.38934,50.81887,4.40311,Ambulance
50.83972,4.29112,50.83254,4.31199,Ambulance
50.82432,4.4038,50.81887,4.40311,Ambulance
50.82432,4.4038,50.81784,4.40222,MUG
50.82793,4.34185,50.8343302,4.3454504,Ambulance
50.87081,4.3974,50.86948,4.38649,Ambulance
50.82967,4.33718,50.83254,4.31199,Ambulance
50.79932,4.3193,50.8047,4.36763,Ambulance
50.88676,4.27247,50.88593,4.30949,PIT
50.81195,4.33721,50.815980418,4.3415237283,Ambulance
50.79872,4.32244,50.78344,4.35633,Ambulance
50.81904,4.33602,50.8343302,4.3454504,Ambulance
50.82442,4.34338,50.83758,4.34915,PIT
50.80316,4.4144,50.81887,4.40311,Ambulance
50.80788,4.33467,50.82573,4.37919,PIT
50.81905,4.38046,50.8047,4.36763,Ambulance
50.83794,4.39807,50.84226,4.39925,Ambulance
50.81794,4.38498,50.81887,4.40311,Ambulance
50.84787,4.31016,50.83758,4.34915,PIT
50.79869,4.36459,50.78344,4.35633,Ambulance
50.85967,4.3342,50.88593,4.30949,PIT
50.83897,4.36065,50.85097,4.36411,Ambulance
50.84259,4.30234,50.83254,4.31199,Ambulance
50.86709,4.38794,50.86948,4.38649,Ambulance
50.85435,4.44197,50.85211,4.4604,Ambulance
50.83684,4.36431,50.8343302,4.3454504,Ambulance
50.84093,4.41174,50.82573,4.37919,PIT
50.86781,4.33194,50.88593,4.30949,PIT
50.80375,4.33065,50.83758,4.34915,PIT
50.84979,4.35115,50.85097,4.36411,Ambulance
50.82428,4.35924,50.83758,4.34915,PIT
50.89902,4.32024,50.88593,4.30949,PIT
50.88277,4.40616,50.86948,4.38649,Ambulance
50.73898,4.37619,50.78344,4.35633,Ambulance
50.8574,4.4078,50.86948,4.38649,Ambulance
50.86194,4.38911,50.82573,4.37919,PIT
50.8155,4.42818,50.81784,4.40222,MUG
50.85492,4.34318,50.85946,4.35181,Ambulance
50.86481,4.28672,50.85946,4.35181,Ambulance
50.84405,4.41348,50.84226,4.39925,Ambulance
50.84405,4.41348,50.81784,4.40222,MUG
50.84033,4.34879,50.83571,4.34793,MUG
50.81559,4.35401,50.8047,4.36763,Ambulance
50.83284,4.37516,50.83758,4.34915,PIT
50.8791,4.33266,50.89087,4.30867,Ambulance
50.80831,4.39636,50.81887,4.40311,Ambulance
50.80831,4.39636,50.80469,4.36764,MUG
50.83867,4.37535,50.82573,4.37919,PIT
50.86362,4.32702,50.85946,4.35181,Ambulance
50.86362,4.32702,50.8523,4.35988,MUG
50.86447,4.31858,50.85946,4.35181,Ambulance
50.8522,4.35812,50.85097,4.36411,Ambulance
50.85319,4.33338,50.83758,4.34915,PIT
50.88646,4.42951,50.86948,4.38649,Ambulance
50.80577,4.33673,50.815980418,4.3415237283,Ambulance
50.88349,4.33089,50.89087,4.30867,Ambulance
50.88349,4.33089,50.88492,4.3089,MUG
50.89641,4.34946,50.86937,4.38646,MUG
50.89641,4.34946,50.85946,4.35181,Brandziekenwagen
50.87292,4.33693,50.88593,4.30949,PIT
50.85415,4.37099,50.85097,4.36411,Ambulance
50.85415,4.37099,50.83571,4.34793,MUG
50.84158,4.33352,50.8343302,4.3454504,Ambulance
50.87185,4.33644,50.85946,4.35181,Ambulance
50.86447,4.29798,50.89087,4.30867,Ambulance
50.82574,4.35451,50.8343302,4.3454504,Ambulance
50.81242,4.35711,50.80469,4.36764,MUG
50.81242,4.35711,50.8047,4.36763,Ambulance
50.8379,4.2475,50.83254,4.31199,Ambulance
50.82062,4.355,50.8343302,4.3454504,Ambulance
50.81701,4.3773,50.81887,4.40311,Ambulance
50.8407,4.42354,50.84226,4.39925,Ambulance
50.84303,4.35059,50.85097,4.36411,Ambulance
50.87176,4.38895,50.86948,4.38649,Ambulance
50.85109,4.3646,50.85097,4.36411,Ambulance
50.86104,4.33162,50.85946,4.35181,Ambulance
50.86104,4.33162,50.8523,4.35988,MUG
50.81296,4.39592,50.81784,4.40222,MUG
50.8575,4.38028,50.86937,4.38646,MUG
50.85481,4.3496,50.85946,4.35181,Ambulance
50.82712,4.34415,50.8343302,4.3454504,Ambulance
50.837,4.36237,50.8343302,4.3454504,Ambulance
50.86494,4.40949,50.82573,4.37919,PIT
50.89838,4.38124,50.906541477,4.3885618595,MUG
50.89838,4.38124,50.906541477,4.3885618595,Ambulance
50.8242,4.32424,50.83254,4.31199,Ambulance
50.81929,4.40803,50.81887,4.40311,Ambulance
50.82344,4.3642,50.81887,4.40311,Ambulance
50.87476,4.33373,50.85946,4.35181,Ambulance
50.86794,4.37212,50.86948,4.38649,Ambulance
50.8722,4.38546,50.86948,4.38649,Ambulance
50.84599,4.30659,50.88593,4.30949,PIT
50.88894,4.37942,50.85097,4.36411,Ambulance
50.84779,4.34908,50.85097,4.36411,Ambulance
50.86316,4.37742,50.81887,4.40311,Ambulance
50.86316,4.37742,50.81784,4.40222,MUG
50.82866,4.33134,50.88492,4.3089,MUG
50.82866,4.33134,50.85946,4.35181,Ambulance
50.83732,4.29126,50.89087,4.30867,Ambulance
50.83499,4.34399,50.8343302,4.3454504,Ambulance
50.87853,4.41566,50.86948,4.38649,Ambulance
50.8586,4.36852,50.85097,4.36411,Ambulance
50.85082,4.45092,50.85211,4.4604,Ambulance
50.8397,4.43183,50.85211,4.4604,Ambulance
50.79884,4.34032,50.8047,4.36763,Ambulance
50.79884,4.34032,50.80469,4.36764,MUG
50.87838,4.40297,50.86948,4.38649,Ambulance
50.85335,4.31831,50.85946,4.35181,Ambulance
50.80139,4.3429,50.78344,4.35633,Ambulance
50.86878,4.35341,50.85097,4.36411,Ambulance
50.80334,4.41917,50.81784,4.40222,MUG
50.80334,4.41917,50.81887,4.40311,Ambulance
50.8926,4.36847,50.86937,4.38646,MUG
50.87501,4.37503,50.86948,4.38649,Ambulance
50.86806,4.3906,50.85097,4.36411,Ambulance
50.82574,4.40632,50.81887,4.40311,Ambulance
50.8605,4.3199,50.85946,4.35181,Ambulance
50.86861,4.31139,50.85946,4.35181,Ambulance
50.86861,4.31139,50.88492,4.3089,MUG
50.87139,4.39582,50.85097,4.36411,Ambulance
50.82502,4.3575,50.85946,4.35181,Brandziekenwagen
50.85692,4.44181,50.85211,4.4604,Ambulance
50.85839,4.30973,50.88593,4.30949,PIT
50.82425,4.34608,50.815980418,4.3415237283,Ambulance
50.82425,4.34608,50.83571,4.34793,MUG
50.85509,4.33793,50.8343302,4.3454504,Ambulance
50.85673,4.37353,50.85097,4.36411,Ambulance
50.88986,4.26027,50.83758,4.34915,PIT
50.81589,4.28468,50.8523,4.35988,MUG
50.83259,4.4133,50.82573,4.37919,PIT
50.83398,4.33808,50.83571,4.34793,MUG
50.8437,4.34696,50.8343302,4.3454504,Ambulance
